0,2
1,1
2,1
3,2
4,3
5,4
6,5
7,6
8,7
9,3
10,4
11,5
12,2
13,3
14,1
15,1
16,2
17,3
18,1
19,1
20,1
21,1
22,2
23,3
24,4
25,5
26,6
27,7
28,8
29,4
30,2
31,3
32,4
33,5
34,2
35,3
36,4
37,5
38,6
39,7
40,3
41,4
42,5
43,2
44,1
45,2
46,3
47,4
48,5
49,6
50,7
51,3
52,1
53,2
54,3
55,4
56,2
57,3
58,4
59,5
60,2
61,1
62,2
63,3
64,4
65,2
66,1
67,1
68,2
69,1
70,2
71,3
72,1
73,1
74,2
75,3
76,1
77,1
78,2
79,1
80,2
81,1
82,2
83,3
84,4
85,5
86,6
87,7
88,8
89,8
90,8
91,8
92,8
93,8
94,8
95,8
96,8
97,8
98,4
99,5
100,6
101,7
102,8
103,4
104,5
105,2
106,1
107,2
108,3
109,1
110,2
111,1
112,2
113,3
114,4
115,5
116,6
117,7
118,8
119,4
120,5
121,6
122,7
123,8
124,4
125,5
126,2
127,3
128,4
129,2
130,3
131,4
132,2
133,3
134,4
135,5
136,6
137,3
138,4
139,5
140,6
141,7
142,3
143,4
144,5
145,6
146,7
147,8
148,8
149,8
150,4
151,2
152,3
153,4
154,5
155,6
156,3
157,4
158,5
159,6
160,7
161,8
162,4
163,5
164,6
165,3
166,4
167,2
168,1
169,1
170,2
171,1
172,1
173,1
174,2
175,3
176,4
177,2
178,3
179,4
180,5
181,6
182,7
183,8
184,8
185,4
186,5
187,2
188,3
189,4
190,5
191,2
192,1
193,2
194,3
195,4
196,5
197,6
198,3
199,1
200,2
201,3
202,4
203,5
204,2
205,3
206,4
207,5
208,6
209,7
210,8
211,8
212,4
213,5
214,6
215,7
216,8
217,4
218,5
219,6
220,7
221,8
222,8
223,8
224,4
225,2
226,3
227,4
228,5
229,6
230,7
231,3
232,4
233,5
234,2
235,3
236,4
237,5
238,6
239,3
240,1
241,2
242,1
243,2
244,3
245,4
246,5
247,6
248,3
249,4
250,5
251,2
252,3
253,4
254,5
255,6
256,7
257,8
258,8
259,8
260,8
261,8
262,8
263,8
264,8
265,4
266,2
267,3
268,4
269,2
270,1
271,1
272,1
273,2
274,1
275,2
276,3
277,4
278,5
279,6
280,7
281,8
282,4
283,5
284,2
285,3
286,4
287,2
288,3
289,4
290,5
291,2
292,3
293,4
294,5
295,6
296,7
297,8
298,8
299,8
300,8
301,8
302,4
303,2
304,1
305,2
306,1
307,2
308,1
309,2
310,3
311,4
312,5
313,2
314,1
315,2
316,3
317,4
318,2
319,1
320,2
321,1
322,2
323,3
324,1
325,1
326,2
327,1
328,2
329,3
330,1
331,2
332,1
333,2
334,3
335,4
336,2
337,1
338,2
339,1
340,2
341,3
342,1
343,1
344,2
345,1
346,1
347,2
348,1
349,2
350,1
351,2
352,3
353,4
354,5
355,6
356,3
357,4
358,2
359,3
360,1
361,1
362,1
363,1
364,1
365,1
366,1
367,1
368,1
369,2
370,1
371,2
372,1
373,2
374,1
375,2
376,1
377,2
378,3
379,4
380,2
381,3
382,1
383,2
384,3
385,1
386,1
387,1
388,2
389,3
390,4
391,2
392,3
393,1
394,2
395,3
396,4
397,5
398,2
399,3
400,1
401,1
402,2
403,1
404,2
405,3
406,4
407,2
408,3
409,1
410,1
411,2
412,3
413,1
414,1
415,2
416,3
417,4
418,5
419,2
420,3
421,4
422,2
423,3
424,1
425,1
426,2
427,3
428,4
429,5
430,2
431,3
432,4
433,5
434,6
435,3
436,4
437,5
438,6
439,7
440,3
441,4
442,5
443,2
444,1
445,2
446,1
447,2
448,1
449,1
450,1
451,2
452,3
453,4
454,5
455,6
456,7
457,8
458,4
459,5
460,2
461,3
462,4
463,5
464,6
465,3
466,4
467,2
468,1
469,2
470,3
471,4
472,2
473,3
474,1
475,1
476,2
477,3
478,4
479,5
480,6
481,3
482,4
483,2
484,1
485,1
486,2
487,3
488,4
489,5
490,6
491,7
492,8
493,8
494,8
495,4
496,5
497,6
498,3
499,4
500,5
