0,6
1,7
2,8
3,10
4,12
5,14
6,16
7,18
8,20
9,23
10,25
11,27
12,29
13,31
14,32
15,33
16,35
17,37
18,38
19,39
20,40
21,41
22,43
23,45
24,47
25,49
26,51
27,53
28,55
29,59
30,61
31,63
32,65
33,67
34,69
35,71
36,73
37,75
38,77
39,79
40,82
41,84
42,86
43,88
44,89
45,91
46,93
47,95
48,97
49,99
50,101
51,104
52,105
53,107
54,109
55,111
56,113
57,115
58,117
59,119
60,121
61,122
62,124
63,126
64,128
65,130
66,131
67,132
68,134
69,135
70,137
71,139
72,140
73,141
74,143
75,145
76,146
77,147
78,149
79,150
80,152
81,153
82,155
83,157
84,159
85,161
86,163
87,165
88,167
89,168
90,169
91,170
92,171
93,172
94,173
95,174
96,175
97,176
98,180
99,182
100,184
101,186
102,188
103,192
104,194
105,196
106,197
107,199
108,201
109,202
110,204
111,205
112,207
113,209
114,211
115,213
116,215
117,217
118,219
119,223
120,225
121,227
122,229
123,231
124,235
125,237
126,239
127,241
128,243
129,245
130,247
131,249
132,251
133,253
134,255
135,257
136,259
137,262
138,264
139,266
140,268
141,270
142,273
143,275
144,277
145,279
146,281
147,283
148,284
149,285
150,289
151,291
152,293
153,295
154,297
155,299
156,302
157,304
158,306
159,308
160,310
161,312
162,316
163,318
164,320
165,323
166,325
167,327
168,328
169,329
170,331
171,332
172,333
173,334
174,336
175,338
176,340
177,342
178,344
179,346
180,348
181,350
182,352
183,354
184,355
185,359
186,361
187,363
188,365
189,367
190,369
191,371
192,372
193,374
194,376
195,378
196,380
197,382
198,385
199,386
200,388
201,390
202,392
203,394
204,396
205,398
206,400
207,402
208,404
209,406
210,408
211,409
212,413
213,415
214,417
215,419
216,421
217,425
218,427
219,429
220,431
221,433
222,434
223,435
224,439
225,441
226,443
227,445
228,447
229,449
230,451
231,454
232,456
233,458
234,460
235,462
236,464
237,466
238,468
239,471
240,472
241,474
242,475
243,477
244,479
245,481
246,483
247,485
248,488
249,490
250,492
251,494
252,496
253,498
254,500
255,502
256,504
257,506
258,507
259,508
260,509
261,510
262,511
263,512
264,513
265,517
266,519
267,521
268,523
269,525
270,526
271,527
272,528
273,530
274,531
275,533
276,535
277,537
278,539
279,541
280,543
281,545
282,549
283,551
284,553
285,555
286,557
287,559
288,561
289,563
290,565
291,567
292,569
293,571
294,573
295,575
296,577
297,579
298,580
299,581
300,582
301,583
302,587
303,589
304,590
305,592
306,593
307,595
308,596
309,598
310,600
311,602
312,604
313,606
314,607
315,609
316,611
317,613
318,615
319,616
320,618
321,619
322,621
323,623
324,624
325,625
326,627
327,628
328,630
329,632
330,633
331,635
332,636
333,638
334,640
335,642
336,644
337,645
338,647
339,648
340,650
341,652
342,653
343,654
344,656
345,657
346,658
347,660
348,661
349,663
350,664
351,666
352,668
353,670
354,672
355,674
356,677
357,679
358,681
359,683
360,684
361,685
362,686
363,687
364,688
365,689
366,690
367,691
368,692
369,694
370,695
371,697
372,698
373,700
374,701
375,703
376,704
377,706
378,708
379,710
380,712
381,714
382,715
383,717
384,719
385,720
386,721
387,722
388,724
389,726
390,728
391,730
392,732
393,733
394,735
395,737
396,739
397,741
398,743
399,745
400,746
401,747
402,749
403,750
404,752
405,754
406,756
407,758
408,760
409,761
410,762
411,764
412,766
413,767
414,768
415,770
416,772
417,774
418,776
419,778
420,780
421,782
422,784
423,786
424,787
425,788
426,790
427,792
428,794
429,796
430,798
431,800
432,802
433,804
434,806
435,809
436,811
437,813
438,815
439,817
440,820
441,822
442,824
443,826
444,827
445,829
446,830
447,832
448,833
449,834
450,835
451,837
452,839
453,841
454,843
455,845
456,847
457,849
458,853
459,855
460,857
461,859
462,861
463,863
464,865
465,868
466,870
467,872
468,873
469,875
470,877
471,879
472,881
473,883
474,884
475,885
476,887
477,889
478,891
479,893
480,895
481,898
482,900
483,902
484,903
485,904
486,906
487,908
488,910
489,912
490,914
491,916
492,918
493,919
494,920
495,924
496,926
497,928
498,931
499,933
500,935
